Popularity	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_in min/ms	time_signature	Class
51	0.533	0.924	6	-11.679	0	0.0721	0.00185	0.185	0.373	0.371	128.548	253960	4	10
45	0.208	0.878	1	-8.731	1	0.13	0.000378	0.012	0.0935	0.401	155.162	254040	4	10
64	0.403	0.709	9	-9.366	1	0.0885	0.0746	0.494	0.132	0.654	97.161	254133	4	10
55	0.696	0.836	11	-7.231	0	0.0584	0.167	0.00155	0.184	0.414	120.022	254133	4	10
54	0.65	0.665	9	-11.259	1	0.0372	0.0526	4.62E-06	0.13	0.593	115.51	254267	4	10
51	0.478	0.899	5	-4.114	1	0.143	0.124	0.0035	0.109	0.679	186.028	254270	4	10
73	0.486	0.449	5	-10.298	1	0.0267	0.166	2.23E-06	0.54	0.549	100.456	254293	4	10
51	0.488	0.959	9	-5.575	1	0.0758	0.00333	0.0767	0.025	0.67	166.799	254293	4	10
13	0.276	0.389	7	-12.124	0	0.0314	0.293	0.0748	0.0807	0.155	65.603	254373	4	10
62	0.59	0.929	2	-3.236	1	0.0478	0.0714	0.000153	0.0598	0.674	119.818	254467	4	10
75	0.811	0.41	9	-8.214	1	0.0391	0.0365	6.63E-06	0.0799	0.626	103.965	254493	4	10
61	0.657	0.913	11	-4.984	1	0.0528	0.00392	0.00149	0.466	0.906	108.036	254620	4	10
41	0.405	0.556	10	-11.17	1	0.0321	0.095	3.84E-05	0.154	0.283	140.749	254707	4	10
62	0.837	0.478	6	-5.861	0	0.0627	0.0571	0.00129	0.0569	0.81	78.746	254800	4	10
55	0.433	0.752	9	-8.365	1	0.113	0.0116	0.000667	0.59	0.362	122.901	254840	4	10
32	0.424	0.924	7	-9.315	1	0.036	0.013	0.00445	0.106	0.906	160.004	255000	4	10
34	0.197	0.96	7	-4.482	1	0.145	0.00184	0.0198	0.191	0.0933	177.166	255013	4	10
49	0.537	0.791	6	-7.051	1	0.145	0.122	3.03E-05	0.205	0.889	142.354	255040	4	10
11	0.529	0.908	4	-5.727	1	0.0732	0.000285	0.000445	0.113	0.582	146.055	255107	4	10
38	0.382	0.615	5	-11.285	1	0.037	0.0298	9.80E-05	0.228	0.578	168.614	255107	4	10
42	0.479	0.754	7	-5.537	1	0.0292	0.000898	0.00168	0.125	0.426	144.083	255133	4	10
55	0.247	0.869	1	-8.382	1	0.0542	0.0104	8.59E-06	0.0954	0.601	175.26	255327	4	10
20	0.504	0.569	5	-13.76	1	0.0495	0.549	0.00471	0.105	0.61	75.248	255333	4	10
25	0.449	0.508	7	-7.444	0	0.0304	0.609	0.148	0.153	0.191	122.275	255373	4	10
30	0.602	0.54	4	-9.212	1	0.0448	0.0784	9.80E-06	0.0825	0.59	116.959	255381	4	10
28	0.5	0.528	2	-10.051	1	0.0276	0.044	0.000243	0.0911	0.094	78	255385	4	10
84	0.31	0.7	9	-5.678	1	0.047	0.011	0.00965	0.0828	0.763	188.386	255493	4	10
43	0.49	0.776	9	-7.367	1	0.033	0.000239	0.00911	0.0881	0.709	160.052	255520	4	10
64	0.527	0.838	3	-6.013	1	0.0323	0.0206	0.00062	0.07	0.721	117.454	255573	4	10
49	0.403	0.763	8	-6.727	1	0.118	0.0277	0.00985	0.148	0.455	82.812	255613	4	10
74	0.353	0.898	2	-5.877	1	0.052	2.23E-05	0.105	0.39	0.525	103.293	255733	4	10
21	0.549	0.693	11	-8.79	0	0.0442	0.602	0.372	0.228	0.763	91.599	255840	4	10
38	0.32	0.887	6	-5.11	1	0.0509	6.64E-05	4.94E-06	0.348	0.431	175.088	255857	4	10
47	0.456	0.754	6	-3.875	0	0.0298	0.195	0.485	0.292	0.521	109.825	255880	4	10
58	0.282	0.932	9	-4.701	1	0.0387	0.12	0.0335	0.0692	0.536	190.08	255893	4	10
69	0.234	0.865	9	-5.131	1	0.0516	3.62E-05	0.000532	0.289	0.194	137.107	255960	4	10
18	0.394	0.989	11	-6.175	1	0.0428	2.24E-06	0.612	0.305	0.621	136.999	255962	4	10
24	0.618	0.895	7	-6.222	1	0.0442	0.0107	0.882	0.0909	0.688	133.016	256000	4	10
63	0.315	0.826	7	-4.314	0	0.0636	0.00064	0.000687	0.0703	0.359	139.161	256072	4	10
40	0.403	0.932	7	-4.449	1	0.0515	0.00124	1.04E-06	0.0669	0.497	97.283	256200	4	10
71	0.563	0.86	8	-7.533	1	0.0621	0.00834	0.0106	0.39	0.517	97.867	256240	4	10
66	0.531	0.711	10	-4.933	1	0.0398	0.000204	0.00291	0.108	0.279	155.068	256307	4	10
47	0.634	0.868	6	-6.858	0	0.0287	0.00867	0.00656	0.205	0.655	121.955	256320	4	10
17	0.323	0.525	2	-13.084	1	0.0382	0.621	0.604	0.104	0.081	84.033	256387	4	10
47	0.466	0.536	4	-5.4	1	0.0266	0.000979	0.000521	0.105	0.0922	77.08	256400	4	10
30	0.547	0.536	2	-6.218	0	0.024	0.778	0.000246	0.203	0.293	85.957	256400	4	10
63	0.435	0.729	1	-4.818	0	0.0307	0.0152	2.63E-05	0.11	0.524	188.017	256600	4	10
24	0.474	0.949	1	-4.624	0	0.0498	0.0184	0.751	0.799	0.646	140.189	256630	4	10
34	0.392	0.891	6	-6.133	0	0.0485	0.000144	0.000165	0.091	0.348	191.717	256640	4	10
35	0.283	0.942	6	-4.877	1	0.0584	1.05E-05	0.155	0.4	0.618	102.221	256663	4	10
35	0.687	0.853	6	-7.761	1	0.0567	0.0801	0.00171	0.109	0.918	110.051	256680	4	10
27	0.524	0.654	9	-9.047	1	0.037	8.95E-05	0.00569	0.1	0.333	118.014	256720	4	10
71	0.543	0.912	7	-10.71	1	0.0601	0.00162	2.10E-06	0.0565	0.836	103.731	256733	4	10
53	0.456	0.956	2	-3.086	1	0.0423	0.0607	0.00198	0.0728	0.527	136.283	256733	4	10
32	0.471	0.918	9	-2.737	1	0.0351	0.000526	0.00147	0.384	0.203	179.97	256800	4	10
42	0.463	0.638	7	-10.456	1	0.0359	0.114	0.306	0.289	0.144	102.063	256861	4	10
45	0.274	0.606	4	-6.493	1	0.03	0.00962	0.0264	0.115	0.685	77.336	256960	4	10
66	0.701	0.844	4	-6.629	1	0.133	0.152	0.626	0.194	0.198	120.04	257022	4	10
29	0.471	0.732	4	-6.493	0	0.0517	0.059	7.89E-05	0.469	0.0569	119.991	257037	4	10
69	0.279	0.473	4	-8.375	0	0.0309	0.242	0.00164	0.158	0.246	167.792	257107	4	10
33	0.496	0.947	2	-2.332	1	0.0555	0.000148	0.000201	0.366	0.328	105.006	257114	4	10
34	0.393	0.911	7	-4.027	0	0.0877	4.31E-05	0.57	0.13	0.158	125.958	257120	4	10
35	0.356	0.772	11	-8.575	1	0.0437	0.000491	0.000241	0.0647	0.271	184.719	257133	4	10
30	0.433	0.914	9	-8.137	1	0.041	5.99E-06	0.165	0.0742	0.789	173.985	257184	4	10
43	0.307	0.792	9	-10.188	1	0.0415	0.0129	0.0575	0.0757	0.667	176.852	257293	4	10
28	0.569	0.695	9	-7.01	0	0.0283	0.0107	0.038	0.108	0.277	111.968	257300	4	10
54	0.537	0.199	2	-18.726	1	0.0287	0.861	0.0259	0.334	0.229	94.634	257366	4	10
4	0.477	0.906	1	-4.814	0	0.0895	7.89E-05	8.68E-05	0.149	0.301	81.291	257400	4	10
16	0.604	0.462	7	-9.875	0	0.0394	0.455	0.00109	0.0801	0.565	86.025	257430	4	10
41	0.372	0.984	4	-5.835	0	0.0628	0.000172	0.00836	0.346	0.267	164.989	257468	4	10
73	0.419	0.383	4	-11.782	1	0.0256	0.0724	0.0176	0.0896	0.35	87.568	257480	4	10
54	0.687	0.68	7	-7.726	0	0.0489	0.000489	0.024	0.0724	0.674	87.314	257733	4	10
58	0.632	0.76	1	-4.798	0	0.0342	0.00245	0.000466	0.0494	0.671	119.95	257758	4	10
45	0.536	0.744	2	-4.778	1	0.0465	0.00544	0.0277	0.106	0.136	141.45	257760	4	10
66	0.489	0.389	4	-11.653	0	0.0284	0.877	0.32	0.105	0.254	131.366	257787	4	10
56	0.595	0.594	9	-12.682	0	0.0326	0.563	0.0339	0.114	0.703	156.342	257813	4	10
69	0.6	0.796	2	-4.481	1	0.0275	0.000109	5.20E-05	0.484	0.75	105.991	257920	4	10
37	0.636	0.782	7	-7.798	1	0.0247	0.051	0.000779	0.0799	0.764	109.614	258000	4	10
67	0.251	0.954	6	-2.879	1	0.0691	0.000674	0.000132	0.0975	0.264	191.059	258000	4	10
43	0.519	0.771	7	-4.874	1	0.0344	0.00048	0.359	0.079	0.597	150.938	258120	4	10
25	0.587	0.917	9	-4.099	1	0.0335	0.0133	0.84	0.261	0.773	129.918	258137	4	10
56	0.6	0.761	6	-7.682	1	0.0568	0.000962	0.131	0.07	0.191	118.03	258187	4	10
25	0.516	0.261	5	-21.941	1	0.0402	0.21	0.000278	0.0868	0.734	78.294	258264	4	10
23	0.278	0.807	9	-6.251	1	0.04	0.0125	0.00152	0.976	0.665	140.83	258331	4	10
56	0.458	0.98	1	-3.651	1	0.0808	0.000205	6.29E-05	0.127	0.4	118.964	258333	4	10
36	0.61	0.678	2	-8.776	1	0.0326	0.0125	0.023	0.146	0.315	125.012	258425	4	10
73	0.404	0.72	10	-9.18	0	0.0623	5.59E-05	0.836	0.0466	0.475	121.864	258467	4	10
57	0.391	0.756	7	-11.317	1	0.0648	0.413	0.0418	0.879	0.839	131.648	258467	4	10
50	0.535	0.724	7	-5.192	1	0.191	0.102	0.000121	0.207	0.501	180.077	258477	4	10
18	0.359	0.678	7	-7.748	1	0.0552	0.588	0.00345	0.982	0.774	126.665	258482	4	10
52	0.507	0.723	2	-5.577	0	0.0288	8.83E-05	0.000189	0.0852	0.188	140.032	258613	4	10
54	0.559	0.343	9	-13.072	0	0.0424	0.0601	0.138	0.1	0.183	164.53	258693	4	10
40	0.39	0.215	6	-11.473	0	0.0328	0.0849	0.316	0.0958	0.119	117.513	258707	4	10
39	0.392	0.751	4	-5.544	0	0.0347	0.000213	0.0103	0.303	0.375	179.899	258800	4	10
60	0.758	0.835	7	-5.454	1	0.04	0.0311	0.0103	0.0712	0.836	120.045	258867	4	10
53	0.323	0.857	7	-6.972	1	0.109	0.00217	0.000502	0.0567	0.64	137.537	258907	4	10
33	0.44	0.881	5	-3.357	1	0.0462	0.015	0.072	0.682	0.218	157.987	258907	4	10
26	0.615	0.755	4	-8.794	0	0.0292	0.00924	0.000233	0.272	0.933	124.964	258920	4	10
29	0.598	0.589	4	-13.802	0	0.0286	0.131	0.0124	0.156	0.665	130.703	258933	4	10
61	0.276	0.658	7	-5.418	1	0.0329	0.0836	0.000553	0.161	0.16	172.326	259133	4	10
45	0.319	0.771	4	-5.824	1	0.0456	0.000142	0.00324	0.0996	0.187	97.959	259218	4	10
53	0.751	0.709	8	-7.291	0	0.037	0.0149	0.113	0.176	0.795	118.249	259267	4	10
25	0.798	0.728	9	-9.779	1	0.0682	0.374	6.65E-05	0.0395	0.872	124.247	259267	4	10
22	0.646	0.272	2	-13.817	1	0.0297	0.458	5.49E-06	0.132	0.457	102.006	259400	4	10
50	0.615	0.477	2	-8.816	1	0.092	0.0558	6.25E-05	0.231	0.731	156.008	259467	4	10
44	0.555	0.243	1	-18.21	0	0.0484	0.131	0.0002	0.0918	0.338	137.928	259493	4	10
46	0.517	0.753	5	-5.242	1	0.036	0.0204	0.000557	0.0575	0.121	117.044	259798	4	10
59	0.669	0.656	9	-10.549	1	0.0413	0.00113	0.000252	0.0989	0.464	108.098	259866	4	10
66	0.558	0.902	7	-4.018	1	0.0464	0.197	0.000148	0.0852	0.572	100.027	259893	4	10
63	0.466	0.632	6	-6.94	1	0.0326	0.465	0.000256	0.135	0.246	68.893	259907	4	10
70	0.644	0.919	2	-6.289	1	0.0561	0.181	0.134	0.622	0.871	117.459	259907	4	10
78	0.533	0.376	9	-11.913	0	0.0393	0.0302	0.248	0.0926	0.187	165.007	259947	4	10
47	0.502	0.96	6	-4.523	1	0.143	0.288	0.000254	0.676	0.438	76.04	260000	4	10
70	0.398	0.927	9	-4.212	1	0.0567	6.20E-05	0.000177	0.0575	0.311	77.106	260027	4	10
24	0.497	0.357	2	-9.796	0	0.0306	0.616	0.000366	0.319	0.306	101.276	260147	4	10
72	0.533	0.637	6	-5.571	1	0.0323	0.16	1.12E-05	0.369	0.292	140.167	260173	4	10
25	0.484	0.833	7	-5.453	1	0.0522	6.29E-05	0.00556	0.0296	0.279	87.516	260250	4	10
41	0.46	0.748	6	-5.52	0	0.0426	0.0575	1.04E-05	0.121	0.261	126.325	260293	4	10
48	0.253	0.931	4	-4.189	0	0.142	0.0611	3.10E-05	0.639	0.25	162.374	260293	4	10
36	0.443	0.43	4	-11.479	1	0.0325	0.108	0.666	0.221	0.32	85.532	260360	4	10
57	0.51	0.389	2	-14.317	0	0.0384	0.286	0.000398	0.644	0.621	94.04	260440	4	10
43	0.485	0.739	9	-4.938	0	0.0273	0.00913	4.17E-06	0.186	0.15	135.91	260481	4	10
74	0.558	0.768	2	-9.997	1	0.0343	0.121	0.0626	0.124	0.429	81.909	260573	4	10
46	0.525	0.954	6	-7.325	0	0.0426	0.00131	0.0453	0.295	0.635	117.729	260600	4	10
48	0.601	0.636	7	-7.283	1	0.0283	0.0657	0.0218	0.446	0.0812	109.987	260907	4	10
5	0.556	0.767	2	-10.028	1	0.0345	0.123	0.0697	0.133	0.397	81.933	260933	4	10
32	0.375	0.965	10	-3.843	0	0.0527	0.00101	3.31E-06	0.345	0.23	95.555	260933	4	10
52	0.631	0.851	7	-5.871	1	0.04	0.392	0.0647	0.57	0.469	107.008	261040	4	10
74	0.483	0.753	1	-8.937	0	0.0832	0.425	0.000142	0.257	0.42	115.102	261093	4	10
49	0.421	0.935	8	-5.153	0	0.0697	0.000442	0.000212	0.1	0.455	165.02	261240	4	10
73	0.49	0.679	8	-3.68	1	0.0309	0.00394	1.54E-05	0.0383	0.506	167.046	261267	4	10
31	0.324	0.883	2	-3.544	0	0.0444	3.65E-05	0.212	0.212	0.24	158.035	261301	4	10
22	0.247	0.786	2	-10.022	1	0.0508	3.55E-05	0.00501	0.106	0.449	143.386	261320	4	10
39	0.33	0.963	4	-1.163	0	0.0678	1.35E-06	0.509	0.194	0.593	160.004	261360	4	10
50	0.508	0.844	2	-5.989	1	0.0454	0.00329	0.093	0.118	0.303	129.031	261491	4	10
69	0.547	0.931	2	-2.356	1	0.0615	0.000998	0.0118	0.278	0.697	118.4	261507	4	10
20	0.656	0.638	11	-5.742	0	0.0463	0.00409	0.000289	0.106	0.152	136.926	261550	4	10
43	0.563	0.871	5	-5.825	1	0.029	0.000197	0.0128	0.0928	0.517	114.894	261627	4	10
19	0.503	0.469	9	-13.264	0	0.0279	0.00764	0.000794	0.0787	0.262	130.047	261827	4	10
57	0.431	0.371	7	-8.709	1	0.0272	0.547	0.0154	0.0921	0.196	66.853	261880	4	10
74	0.547	0.691	4	-13.553	0	0.0369	0.015	0.105	0.144	0.667	137.148	261933	4	10
44	0.516	0.931	10	-6.291	1	0.0388	0.285	0.013	0.333	0.578	117.097	261987	4	10
1	0.338	0.66	4	-13.289	1	0.0632	0.0191	1.30E-05	0.967	0.201	123.416	262048	4	10
37	0.436	0.826	11	-9.457	0	0.0532	0.0305	0.00572	0.128	0.56	99.106	262107	4	10
29	0.678	0.92	4	-6.515	0	0.111	0.226	0.00279	0.104	0.544	136.008	262140	4	10
37	0.459	0.835	6	-7.653	0	0.149	0.000538	0.000709	0.0779	0.224	121.026	262160	4	10
41	0.568	0.686	9	-6.08	1	0.0284	0.0978	0.0523	0.109	0.886	98.333	262293	4	10
57	0.45	0.978	9	-4.198	0	0.0637	0.000124	7.14E-06	0.361	0.268	155.014	262573	4	10
21	0.491	0.752	4	-5.414	0	0.0303	0.00163	0.808	0.152	0.383	150.008	262667	4	10
43	0.518	0.813	8	-3.978	0	0.0606	0.0218	0.0398	0.856	0.786	142.013	262747	4	10
46	0.51	0.693	5	-3.192	1	0.0284	0.006	2.04E-06	0.11	0.291	81.981	262815	4	10
20	0.618	0.595	8	-7.261	0	0.028	0.81	0.049	0.111	0.744	86.189	262893	4	10
39	0.359	0.782	5	-3.218	1	0.0382	0.00283	0.0533	0.103	0.174	164.97	262909	4	10
47	0.504	0.874	1	-7.09	1	0.037	0.00185	0.000193	0.049	0.867	180.009	263000	4	10
47	0.7	0.807	9	-5.711	0	0.029	0.000576	0.00488	0.0996	0.963	112.15	263093	4	10
43	0.672	0.906	2	-10.217	1	0.0592	0.011	5.46E-05	0.0756	0.242	121.971	263173	4	10
43	0.74	0.895	1	-4.529	0	0.0415	0.354	0.402	0.0548	0.895	107.411	263227	4	10
47	0.566	0.29	6	-4.622	1	0.0318	0.241	0.000174	0.0994	0.106	127	263320	4	10
43	0.263	0.383	10	-13.418	0	0.0503	0.363	0.208	0.12	0.166	145.979	263347	4	10
56	0.732	0.835	5	-3.279	0	0.0819	0.335	2.43E-06	0.0354	0.892	80.696	263400	4	10
27	0.264	0.927	2	-5.659	1	0.082	0.00395	0.000133	0.0962	0.111	150.024	263440	4	10
73	0.577	0.604	5	-5.703	1	0.0495	0.000218	0.000579	0.477	0.637	167.719	263440	4	10
58	0.587	0.898	11	-3.91	0	0.0661	0.0653	2.26E-06	0.146	0.473	102.012	263717	4	10
53	0.499	0.724	9	-10.146	1	0.0344	7.52E-05	0.338	0.124	0.455	151.094	263733	4	10
53	0.392	0.428	4	-8.405	0	0.0246	0.52	7.80E-06	0.365	0.317	84.505	263747	4	10
49	0.573	0.91	4	-7.515	1	0.0489	0.00259	0.0697	0.106	0.813	107.907	263760	4	10
36	0.269	0.974	2	-3.295	1	0.152	0.00152	0.314	0.199	0.375	118.44	263867	4	10
21	0.796	0.533	7	-7.654	1	0.0263	0.538	0.166	0.0966	0.737	110.013	263895	4	10
43	0.648	0.295	11	-15.026	1	0.0292	0.811	0.0164	0.0806	0.175	140.062	264240	4	10
52	0.471	0.843	7	-5.702	1	0.041	0.636	0.0402	0.773	0.632	156.695	264267	4	10
42	0.527	0.851	6	-4.117	1	0.0438	0.00156	1.52E-05	0.147	0.519	131.968	264307	4	10
38	0.449	0.936	2	-5.554	1	0.185	0.0438	5.11E-06	0.246	0.458	189.771	264307	4	10
43	0.554	0.167	8	-11.794	0	0.0275	0.786	0.00203	0.117	0.25	67.913	264360	4	10
37	0.514	0.267	6	-14.426	1	0.0268	0.788	9.34E-06	0.113	0.388	73.149	264493	4	10
34	0.47	0.907	9	-4.486	0	0.0484	0.000616	4.42E-05	0.0908	0.544	81.993	264493	4	10
76	0.596	0.448	5	-9.616	1	0.0396	0.365	5.30E-06	0.206	0.796	83.293	264504	4	10
19	0.417	0.522	7	-8.896	0	0.0306	0.000191	0.00883	0.147	0.0789	125.088	264520	4	10
24	0.441	0.532	9	-13.569	1	0.0333	3.40E-05	0.603	0.252	0.408	103.67	264533	4	10
55	0.401	0.907	5	-4.956	1	0.102	4.10E-05	0.000468	0.151	0.415	162.542	264547	4	10
65	0.509	0.774	6	-4.054	1	0.0338	0.00189	0.000549	0.143	0.0824	116.529	264707	4	10
33	0.566	0.975	9	-6.806	1	0.0471	0.00136	0.000543	0.435	0.574	119.659	264893	4	10
36	0.569	0.933	8	-5.026	1	0.0604	0.0107	0.00417	0.0144	0.818	127.476	264933	4	10
39	0.473	0.985	2	-3.312	1	0.132	8.91E-05	6.48E-05	0.13	0.082	125.003	264940	4	10
21	0.381	0.371	7	-14.344	1	0.028	0.297	1.02E-06	0.145	0.255	86.514	265000	4	10
36	0.503	0.584	7	-10.464	1	0.0611	0.00166	0.00683	0.101	0.321	157.028	265000	4	10
74	0.783	0.878	1	-3.864	0	0.0308	0.39	0.000778	0.0426	0.885	100.626	265173	4	10
14	0.348	0.61	11	-6.015	0	0.0583	0.71	0.000666	0.971	0.241	145.115	265300	4	10
58	0.741	0.711	11	-7.744	0	0.0416	0.0122	0.000696	0.0836	0.649	113.971	265307	4	10
40	0.545	0.961	5	-4.233	0	0.0488	3.57E-05	0.000592	0.091	0.448	104.024	265467	4	10
43	0.484	0.754	6	-6.326	0	0.0383	0.00011	0.806	0.123	0.399	124.971	265467	4	10
53	0.49	0.678	5	-4.679	0	0.0253	0.0037	1.50E-06	0.0838	0.181	77.014	265477	4	10
44	0.77	0.567	6	-13.372	0	0.0568	0.0911	0.000418	0.135	0.893	88.01	265573	4	10
32	0.491	0.797	6	-10.239	0	0.0383	0.0125	2.49E-05	0.111	0.61	152.268	265573	4	10
56	0.623	0.44	5	-8.216	1	0.0348	0.866	0.0675	0.0891	0.802	86.726	265587	4	10
43	0.352	0.786	3	-5.709	1	0.0538	0.535	0.000572	0.109	0.523	151.314	265680	4	10
50	0.667	0.721	7	-7.17	1	0.0329	0.00915	0.0137	0.105	0.567	110.094	265733	4	10
35	0.516	0.902	7	-9.775	1	0.155	0.264	0.909	0.112	0.0841	136.071	265851	4	10
56	0.64	0.679	4	-12.356	1	0.0302	0.424	0.00294	0.0878	0.965	99.296	265893	4	10
31	0.458	0.937	6	-6.143	1	0.0726	0.0481	2.28E-05	0.157	0.276	160.211	265973	4	10
61	0.68	0.53	11	-13.105	0	0.0889	0.417	0.011	0.0559	0.352	124.551	266013	4	10
20	0.606	0.57	4	-9.294	0	0.0271	0.316	0.000484	0.21	0.346	116.983	266040	4	10
42	0.282	0.963	11	-5.558	1	0.0584	0.000651	0.566	0.338	0.643	96.155	266124	4	10
72	0.611	0.578	1	-14.171	1	0.0676	0.0598	0.0219	0.0983	0.884	100.625	266133	4	10
61	0.4	0.992	6	-6.995	1	0.0725	0.107	0.0117	0.179	0.243	149.412	266173	4	10
62	0.579	0.669	4	-8.704	0	0.0326	0.253	0.0257	0.0911	0.798	175.181	266173	4	10
63	0.307	0.917	9	-7.599	1	0.0977	1.65E-05	0.00044	0.0566	0.266	101.879	266200	4	10
75	0.767	0.787	3	-9.897	1	0.0331	0.0163	0.583	0.0513	0.964	126.879	266200	4	10
34	0.31	0.832	7	-5.139	1	0.0369	2.90E-05	0.00956	0.411	0.416	153.284	266200	4	10
59	0.536	0.928	1	-3.64	1	0.0498	0.000213	6.56E-05	0.0411	0.46	122.655	266240	4	10
39	0.359	0.685	5	-6.036	0	0.0286	0.0001	0.446	0.0875	0.732	84.282	266442	4	10
37	0.454	0.891	2	-5.101	1	0.0621	0.00229	0.0135	0.468	0.752	169.869	266466	4	10
63	0.421	0.335	5	-11.384	1	0.0324	0.0342	0.00236	0.0944	0.0889	114.227	266493	4	10
66	0.644	0.808	5	-7.268	1	0.0513	0.0467	0.187	0.0652	0.175	174.98	266507	4	10
63	0.683	0.751	5	-10.184	1	0.0346	0.0681	8.36E-06	0.248	0.841	103.036	266560	4	10
75	0.445	0.706	8	-9.803	1	0.0461	0.234	0.000252	0.205	0.768	80.823	266720	4	10
41	0.406	0.811	2	-7.019	1	0.0877	0.00598	0.612	0.0603	0.497	162.749	266753	4	10
85	0.429	0.661	11	-7.227	1	0.0281	0.00239	0.000121	0.234	0.285	173.372	266773	4	10
51	0.467	0.853	7	-6.661	1	0.0377	0.00731	0.000863	0.354	0.236	110.953	266800	4	10
51	0.368	0.905	9	-6.346	1	0.0577	0.000105	0.152	0.144	0.49	157.976	266867	4	10
62	0.589	0.696	8	-8.109	1	0.034	8.65E-05	3.43E-05	0.0779	0.938	129.833	267000	4	10
38	0.426	0.932	1	-9.138	1	0.0591	0.000138	0.00331	0.059	0.602	170.048	267000	4	10
32	0.409	0.679	2	-5.824	1	0.0307	3.03E-06	0.0141	0.111	0.236	84.988	267080	4	10
32	0.496	0.338	7	-13.274	1	0.0421	0.678	2.95E-05	0.877	0.418	62.408	267187	4	10
50	0.426	0.751	4	-10.91	1	0.0403	0.122	0.00144	0.271	0.889	153.359	267227	4	10
67	0.561	0.337	8	-9.272	1	0.0284	0.644	8.79E-05	0.67	0.273	109.373	267253	4	10
13	0.503	0.328	7	-12.158	1	0.0268	0.296	8.73E-06	0.132	0.354	91.981	267267	4	10
56	0.567	0.687	9	-10.536	1	0.0435	0.29	0.426	0.121	0.625	99.93	267480	4	10
45	0.394	0.366	9	-12.883	1	0.0472	0.552	9.30E-06	0.0991	0.549	91.259	267507	4	10
15	0.596	0.481	11	-11.191	0	0.0258	0.829	0.00124	0.197	0.485	105.99	267560	4	10
30	0.37	0.576	7	-7.963	0	0.0291	0.00112	0.000338	0.121	0.392	163.784	267600	4	10
50	0.516	0.547	9	-9.693	1	0.0273	0.315	2.45E-05	0.163	0.741	113.417	267627	4	10
55	0.447	0.979	4	-4.129	0	0.118	0.000893	0.00125	0.393	0.17	109.056	267649	4	10
43	0.261	0.993	9	-5.622	1	0.377	0.000292	0.0029	0.637	0.0958	173.371	267773	4	10
33	0.608	0.617	11	-8.017	1	0.0315	0.111	0.0102	0.159	0.595	88.027	267837	4	10
34	0.226	0.955	2	-6.291	1	0.11	3.54E-05	0.863	0.111	0.24	101.866	267880	4	10
50	0.46	0.818	8	-7.945	1	0.0366	4.08E-05	0.372	0.0867	0.15	117.817	267933	4	10
68	0.837	0.38	7	-13.341	0	0.064	0.541	0.00789	0.198	0.892	104.995	267947	4	10
47	0.566	0.378	2	-7.714	1	0.0248	0.457	1.70E-05	0.0943	0.185	80.772	268000	4	10
60	0.644	0.467	7	-9.398	1	0.0385	0.502	1.60E-05	0.231	0.69	79.022	268007	4	10
54	0.394	0.855	2	-4.204	1	0.0554	0.0339	0.0132	0.243	0.316	175.902	268173	4	10
58	0.456	0.943	9	-3.819	1	0.0553	0.00753	0.143	0.078	0.666	148.017	268400	4	10
82	0.666	0.855	9	-5.051	0	0.0295	0.179	1.20E-06	0.0987	0.803	125.639	268427	4	10
44	0.634	0.909	2	-8.332	1	0.0289	0.171	0.00318	0.102	0.816	103.398	268467	4	10
33	0.491	0.917	7	-3.055	1	0.0685	0.000446	1.06E-05	0.232	0.318	129.097	268519	4	10
32	0.612	0.562	8	-11.215	0	0.0338	0.00918	0.493	0.117	0.497	142.825	268733	4	10
38	0.378	0.611	9	-6.396	1	0.0335	0.000928	0.863	0.11	0.159	139.9	268800	4	10
60	0.525	0.804	1	-7.575	1	0.0321	0.00367	0.285	0.0382	0.935	91.951	268893	4	10
50	0.507	0.934	11	-8.888	0	0.0553	3.52E-05	0.0253	0.161	0.417	108.345	269053	4	10
68	0.195	0.483	4	-4.991	0	0.03	0.465	0.497	0.0686	0.173	84.71	269107	4	10
22	0.488	0.874	6	-4.059	0	0.0353	5.89E-05	0.0053	0.102	0.525	99.945	269165	4	10
38	0.548	0.41	4	-9.006	0	0.0264	0.813	0.202	0.103	0.144	97.273	269307	4	10
35	0.676	0.92	9	-7.96	1	0.0435	0.00101	8.65E-06	0.248	0.624	126.341	269360	4	10
57	0.513	0.82	7	-5.428	1	0.0299	0.00192	2.83E-06	0.504	0.52	99.952	269400	4	10
60	0.77	0.672	11	-5.998	0	0.0539	0.0125	0.0432	0.115	0.442	169.974	269500	4	10
50	0.705	0.812	10	-8.08	0	0.0361	0.00158	0.000514	0.103	0.611	109.976	269540	4	10
65	0.624	0.554	2	-8.113	1	0.0225	0.191	0.00131	0.299	0.311	97.031	269720	4	10
37	0.464	0.769	11	-8.48	1	0.0316	1.49E-05	0.000357	0.213	0.397	120.096	269747	4	10
46	0.428	0.9	11	-4.195	1	0.0384	1.64E-05	0.773	0.242	0.228	160.057	269747	4	10
69	0.466	0.496	1	-6.606	1	0.0302	0.626	6.22E-06	0.117	0.352	74.747	269893	4	10
56	0.52	0.827	10	-7.225	0	0.0514	0.0412	0.0235	0.0999	0.411	101.99	270000	4	10
49	0.377	0.45	5	-10.028	1	0.0446	0.00839	0.000221	0.0905	0.107	157.719	270002	4	10
